name,version,install_command,release_date,release_year,old_version,old_release_date,old_release_year,url
rudder-sdk-python,2.0.2,pip install rudder-sdk-python,2023-03-06,2023,1.0.0b1,2020-04-21,2020,https://pypi.org/project/rudder-sdk-python/
coverage-badge,1.1.0,pip install coverage-badge,2021-11-12,2021,0.1.1,2015-10-13,2015,https://pypi.org/project/coverage-badge/
covid,2.5.2,pip install covid,2021-12-10,2021,0.0.1,2020-03-10,2020,https://pypi.org/project/covid/
apache-airflow-providers-apache-druid,3.5.0,pip install apache-airflow-providers-apache-druid,2023-08-14,2023,1.0.0b1,2020-11-09,2020,https://pypi.org/project/apache-airflow-providers-apache-druid/
optimizely-sdk,4.1.1,pip install optimizely-sdk,2023-03-11,2023,0.1.0,2016-07-13,2016,https://pypi.org/project/optimizely-sdk/
ytmusicapi,1.2.0,pip install ytmusicapi,2023-08-20,2023,0.4.1,2020-02-29,2020,https://pypi.org/project/ytmusicapi/
pydantic-yaml,1.1.1,pip install pydantic-yaml,2023-07-25,2023,0.2.1,2020-11-22,2020,https://pypi.org/project/pydantic-yaml/
batchgenerators,0.25,pip install batchgenerators,2023-03-16,2023,0.18.1,2019-02-04,2019,https://pypi.org/project/batchgenerators/
mypy-boto3-batch,1.28.17,pip install mypy-boto3-batch,2023-08-01,2023,0.1.5,2019-11-09,2019,https://pypi.org/project/mypy-boto3-batch/
vsts,0.1.25,pip install vsts,2019-01-15,2019,0.1.0b0,2017-11-14,2017,https://pypi.org/project/vsts/
sphinx-markdown-tables,0.0.17,pip install sphinx-markdown-tables,2022-07-29,2022,0.0.1,2018-05-31,2018,https://pypi.org/project/sphinx-markdown-tables/
pytils,0.4.1,pip install pytils,2022-02-23,2022,0.1.0,2006-09-14,2006,https://pypi.org/project/pytils/
pytest-recording,0.13.0,pip install pytest-recording,2023-07-31,2023,0.1.0,2019-07-16,2019,https://pypi.org/project/pytest-recording/
robotframework-browser,17.3.0,pip install robotframework-browser,2023-08-20,2023,0.0.1,2020-06-18,2020,https://pypi.org/project/robotframework-browser/
pypdftk,0.5,pip install pypdftk,2021-04-11,2021,0.3,2015-08-05,2015,https://pypi.org/project/pypdftk/
columnar,1.4.1,pip install columnar,2021-12-27,2021,0.0.1,2019-04-04,2019,https://pypi.org/project/columnar/
schematics,2.1.1,pip install schematics,2021-08-17,2021,0.5,2012-09-02,2012,https://pypi.org/project/schematics/
mo-imports,7.428.23214,pip install mo-imports,2023-08-02,2023,3.86.20207,2020-07-25,2020,https://pypi.org/project/mo-imports/
py-vapid,1.9.0,pip install py-vapid,2022-12-05,2022,0.2,2016-04-25,2016,https://pypi.org/project/py-vapid/
tensorflow-cpu-aws,2.13.0,pip install tensorflow-cpu-aws,2023-07-05,2023,2.9.1,2022-05-31,2022,https://pypi.org/project/tensorflow-cpu-aws/
mo-dots,9.428.23214,pip install mo-dots,2023-08-02,2023,1.2.17035,2017-02-03,2017,https://pypi.org/project/mo-dots/
google-cloud-runtimeconfig,0.33.2,pip install google-cloud-runtimeconfig,2022-07-12,2022,0.20.0,2016-11-04,2016,https://pypi.org/project/google-cloud-runtimeconfig/
whylogs,1.3.0,pip install whylogs,2023-08-15,2023,0.0.1.dev101,2022-03-25,2022,https://pypi.org/project/whylogs/
opentelemetry-instrumentation-pymysql,0.40b0,pip install opentelemetry-instrumentation-pymysql,2023-07-13,2023,0.12b0,2020-08-14,2020,https://pypi.org/project/opentelemetry-instrumentation-pymysql/
www-authenticate,0.9.2,pip install www-authenticate,2015-08-05,2015,0.9,2015-07-11,2015,https://pypi.org/project/www-authenticate/
IP2Location,8.10.0,pip install IP2Location,2023-04-19,2023,6.0.0,2013-05-23,2013,https://pypi.org/project/IP2Location/
supafunc,0.2.3,pip install supafunc,2023-08-04,2023,0.1.0,2022-03-31,2022,https://pypi.org/project/supafunc/
better-exceptions,0.3.3,pip install better-exceptions,2021-01-29,2021,0.1.0,2017-03-12,2017,https://pypi.org/project/better-exceptions/
gptcache,0.1.39.1,pip install gptcache,2023-08-15,2023,0.1.1,2023-04-01,2023,https://pypi.org/project/gptcache/
libusb-package,1.0.26.2,pip install libusb-package,2023-06-11,2023,1.0.24.0,2021-11-10,2021,https://pypi.org/project/libusb-package/
pymobiledetect,1.3.2,pip install pymobiledetect,2018-05-10,2018,1.0.0,2012-10-08,2012,https://pypi.org/project/pymobiledetect/
ifcfg,0.24,pip install ifcfg,2023-04-19,2023,0.9.2,2015-11-27,2015,https://pypi.org/project/ifcfg/
python-augeas,1.1.0,pip install python-augeas,2020-02-03,2020,0.0.8,2014-11-23,2014,https://pypi.org/project/python-augeas/
Kivy,2.2.1,pip install Kivy,2023-06-17,2023,1.0.1-alpha,2011-02-01,2011,https://pypi.org/project/Kivy/
arcgis2geojson,3.0.1,pip install arcgis2geojson,2021-11-07,2021,1.0.2,2017-10-25,2017,https://pypi.org/project/arcgis2geojson/
mf2py,1.1.3,pip install mf2py,2023-06-28,2023,0.1,2014-02-17,2014,https://pypi.org/project/mf2py/
ibm-secrets-manager-sdk,2.0.0,pip install ibm-secrets-manager-sdk,2023-04-17,2023,0.0.1,2021-01-27,2021,https://pypi.org/project/ibm-secrets-manager-sdk/
anyscale,0.5.137,pip install anyscale,2023-08-16,2023,0.0.1,2019-09-15,2019,https://pypi.org/project/anyscale/
pyocd,0.35.1,pip install pyocd,2023-05-17,2023,0.1,2013-10-22,2013,https://pypi.org/project/pyocd/
postmarker,1.0,pip install postmarker,2022-01-15,2022,0.0.1,2016-10-04,2016,https://pypi.org/project/postmarker/
pangres,4.1.4,pip install pangres,2023-04-07,2023,1.3,2020-01-31,2020,https://pypi.org/project/pangres/
cppy,1.2.1,pip install cppy,2022-03-30,2022,1.0.0,2014-09-27,2014,https://pypi.org/project/cppy/
ipwhois,1.2.0,pip install ipwhois,2020-09-17,2020,0.1.0,2013-09-09,2013,https://pypi.org/project/ipwhois/
razorpay,1.4.1,pip install razorpay,2023-08-03,2023,0.1.0a0,2015-11-18,2015,https://pypi.org/project/razorpay/
lamindb,0.50.7,pip install lamindb,2023-08-17,2023,0.0.1,2022-04-15,2022,https://pypi.org/project/lamindb/
pytest-flakefinder,1.1.0,pip install pytest-flakefinder,2022-10-26,2022,0.1.0,2016-03-21,2016,https://pypi.org/project/pytest-flakefinder/
AMQPStorm,2.10.6,pip install AMQPStorm,2023-01-02,2023,1.3.0,2016-04-06,2016,https://pypi.org/project/AMQPStorm/
statsd-python,0.6.1,pip install statsd-python,2023-06-13,2023,0.1.0,2020-10-28,2020,https://pypi.org/project/statsd-python/
PyLBFGS,0.2.0.14,pip install PyLBFGS,2021-12-18,2021,0.1,2015-04-16,2015,https://pypi.org/project/PyLBFGS/
libsast,1.5.2,pip install libsast,2022-07-17,2022,1.0.0,2020-04-13,2020,https://pypi.org/project/libsast/
camel-converter,3.0.2,pip install camel-converter,2023-07-01,2023,0.1.0,2021-04-18,2021,https://pypi.org/project/camel-converter/
fixedint,0.2.0,pip install fixedint,2022-09-16,2022,0.1.0,2014-06-22,2014,https://pypi.org/project/fixedint/
chiabip158,1.2,pip install chiabip158,2022-10-06,2022,0.1b1,2020-06-28,2020,https://pypi.org/project/chiabip158/
comet-ml,3.33.8,pip install comet-ml,2023-08-04,2023,0.1.12,2017-09-14,2017,https://pypi.org/project/comet-ml/
python-vagrant,1.0.0,pip install python-vagrant,2022-03-31,2022,0.1.0,2012-06-07,2012,https://pypi.org/project/python-vagrant/
robotbackgroundlogger,1.2,pip install robotbackgroundlogger,2017-01-19,2017,1.0,2014-12-16,2014,https://pypi.org/project/robotbackgroundlogger/
PyVCF,0.6.8,pip install PyVCF,2016-03-18,2016,0.0.0,2012-01-12,2012,https://pypi.org/project/PyVCF/
dockerfile,3.3.0,pip install dockerfile,2023-07-29,2023,1.0.0,2017-02-01,2017,https://pypi.org/project/dockerfile/
ConfigSpace,0.7.1,pip install ConfigSpace,2023-06-13,2023,0.1.1,2016-04-01,2016,https://pypi.org/project/ConfigSpace/
mypy-boto3,1.28.30,pip install mypy-boto3,2023-08-18,2023,0.1.0,2019-11-08,2019,https://pypi.org/project/mypy-boto3/
docusign-esign,3.23.0,pip install docusign-esign,2023-05-26,2023,1.0.0,2017-08-09,2017,https://pypi.org/project/docusign-esign/
gherkin-official,24.1.0,pip install gherkin-official,2022-10-10,2022,3.2.0,2016-01-12,2016,https://pypi.org/project/gherkin-official/
flupy,1.2.0,pip install flupy,2022-10-21,2022,0.1.7,2018-09-02,2018,https://pypi.org/project/flupy/
categorical-distance,1.9,pip install categorical-distance,2016-06-10,2016,1.0,2014-11-21,2014,https://pypi.org/project/categorical-distance/
django-sekizai,4.1.0,pip install django-sekizai,2023-05-02,2023,0.1.0,2010-06-29,2010,https://pypi.org/project/django-sekizai/
types-backports,0.1.3,pip install types-backports,2021-06-17,2021,0.1.0,2021-02-02,2021,https://pypi.org/project/types-backports/
psycopg2-pool,1.1,pip install psycopg2-pool,2019-10-08,2019,1.0,2019-10-06,2019,https://pypi.org/project/psycopg2-pool/
types-SQLAlchemy,1.4.53.38,pip install types-SQLAlchemy,2023-05-01,2023,1.4.0,2021-12-17,2021,https://pypi.org/project/types-SQLAlchemy/
pyhacrf-datamade,0.2.6,pip install pyhacrf-datamade,2021-12-19,2021,0.1.2,2016-05-08,2016,https://pypi.org/project/pyhacrf-datamade/
construct-typing,0.6.2,pip install construct-typing,2023-08-03,2023,0.1.0,2021-01-03,2021,https://pypi.org/project/construct-typing/
gpsoauth,1.0.2,pip install gpsoauth,2022-05-31,2022,0.0.1,2015-05-14,2015,https://pypi.org/project/gpsoauth/
autodocsumm,0.2.11,pip install autodocsumm,2023-05-02,2023,0.1.0,2016-09-03,2016,https://pypi.org/project/autodocsumm/
highered,0.2.1,pip install highered,2016-06-21,2016,0.1,2015-06-11,2015,https://pypi.org/project/highered/
pulumi-tls,4.10.0,pip install pulumi-tls,2023-02-15,2023,0.0.0,2019-09-14,2019,https://pypi.org/project/pulumi-tls/
parameters-validation,1.2.0,pip install parameters-validation,2020-03-24,2020,1.0.0,2019-04-24,2019,https://pypi.org/project/parameters-validation/
first,2.0.2,pip install first,2019-03-07,2019,1.0.0,2012-10-09,2012,https://pypi.org/project/first/
solc-select,1.0.4,pip install solc-select,2023-06-26,2023,0.2.0,2021-02-09,2021,https://pypi.org/project/solc-select/
simplecosine,1.2,pip install simplecosine,2017-06-15,2017,1.0,2015-02-12,2015,https://pypi.org/project/simplecosine/
dsnparse,0.2.1,pip install dsnparse,2023-06-28,2023,0.1,2013-09-11,2013,https://pypi.org/project/dsnparse/
utf-queue-client,1.13.0,pip install utf-queue-client,2023-07-31,2023,0.2.2,2022-02-15,2022,https://pypi.org/project/utf-queue-client/
opentelemetry-instrumentation-elasticsearch,0.40b0,pip install opentelemetry-instrumentation-elasticsearch,2023-07-13,2023,0.12b0,2020-08-14,2020,https://pypi.org/project/opentelemetry-instrumentation-elasticsearch/
opentelemetry-instrumentation-boto,0.40b0,pip install opentelemetry-instrumentation-boto,2023-07-13,2023,0.12b0,2020-08-14,2020,https://pypi.org/project/opentelemetry-instrumentation-boto/
datetime-distance,0.1.3,pip install datetime-distance,2017-07-10,2017,0.0.1,2017-06-01,2017,https://pypi.org/project/datetime-distance/
sqlalchemy-pytds,1.0.0,pip install sqlalchemy-pytds,2023-06-19,2023,0.2,2018-04-02,2018,https://pypi.org/project/sqlalchemy-pytds/
slowapi,0.1.8,pip install slowapi,2023-04-07,2023,0.1.0,2020-02-21,2020,https://pypi.org/project/slowapi/
yara-python,4.3.1,pip install yara-python,2023-04-21,2023,3.5.0,2016-08-03,2016,https://pypi.org/project/yara-python/
django-ninja,0.22.2,pip install django-ninja,2023-06-08,2023,0.1.0,2019-12-04,2019,https://pypi.org/project/django-ninja/
bionty,0.30.1,pip install bionty,2023-08-17,2023,0.0.3,2022-04-05,2022,https://pypi.org/project/bionty/
ssh-python,1.0.0,pip install ssh-python,2022-12-03,2022,0.0.1,2018-05-29,2018,https://pypi.org/project/ssh-python/
otel-extensions,0.2.5,pip install otel-extensions,2023-07-03,2023,0.0.1,2022-05-07,2022,https://pypi.org/project/otel-extensions/
typed-argument-parser,1.8.1,pip install typed-argument-parser,2023-06-28,2023,1.2,2019-08-23,2019,https://pypi.org/project/typed-argument-parser/
markdown-inline-graphviz-extension,1.1.2,pip install markdown-inline-graphviz-extension,2023-05-01,2023,1.0.2,2019-06-06,2019,https://pypi.org/project/markdown-inline-graphviz-extension/
ubai-client,1.2.0,pip install ubai-client,2023-02-28,2023,1.0.1,2021-11-09,2021,https://pypi.org/project/ubai-client/
uhashring,2.3,pip install uhashring,2023-03-22,2023,0.1,2015-10-07,2015,https://pypi.org/project/uhashring/
xsdata,23.8,pip install xsdata,2023-08-12,2023,20.1,2020-01-07,2020,https://pypi.org/project/xsdata/
pyannote.core,5.0.0,pip install pyannote.core,2022-12-15,2022,0.0.1,2014-05-02,2014,https://pypi.org/project/pyannote.core/
django-saml2-auth,2.2.1,pip install django-saml2-auth,2019-01-24,2019,1.0.2b1,2016-04-12,2016,https://pypi.org/project/django-saml2-auth/
mujoco,2.3.7,pip install mujoco,2023-07-20,2023,2.1.2,2022-03-15,2022,https://pypi.org/project/mujoco/
art,6.0,pip install art,2023-06-14,2023,0.1,2017-10-04,2017,https://pypi.org/project/art/
glocaltokens,0.7.0,pip install glocaltokens,2023-02-28,2023,0.1,2020-12-30,2020,https://pypi.org/project/glocaltokens/
djangoql,0.17.1,pip install djangoql,2022-01-26,2022,0.1.1,2017-03-23,2017,https://pypi.org/project/djangoql/
emcee,3.1.4,pip install emcee,2023-01-27,2023,1.0.0,2012-02-02,2012,https://pypi.org/project/emcee/
postgres,4.0,pip install postgres,2021-09-20,2021,0.0.0,2013-08-07,2013,https://pypi.org/project/postgres/
japanize-matplotlib,1.1.3,pip install japanize-matplotlib,2020-10-21,2020,1.0.0,2018-10-07,2018,https://pypi.org/project/japanize-matplotlib/
prefixed,0.7.0,pip install prefixed,2023-01-25,2023,0.0.1,2020-08-08,2020,https://pypi.org/project/prefixed/
django-configurations,2.4.1,pip install django-configurations,2023-04-04,2023,0.1,2012-07-21,2012,https://pypi.org/project/django-configurations/
mxnet-mkl,1.6.0,pip install mxnet-mkl,2020-02-25,2020,0.9.3a3,2017-02-21,2017,https://pypi.org/project/mxnet-mkl/
shutilwhich,1.1.0,pip install shutilwhich,2015-04-25,2015,1.0,2013-03-02,2013,https://pypi.org/project/shutilwhich/
lamin_logger,0.8.2,pip install lamin_logger,2023-07-19,2023,0.1.0,2022-07-20,2022,https://pypi.org/project/lamin_logger/
pulumi-command,0.8.1,pip install pulumi-command,2023-08-01,2023,0.0.1a1639521690,2021-12-14,2021,https://pypi.org/project/pulumi-command/
fuzzysearch,0.7.3,pip install fuzzysearch,2020-06-28,2020,0.1.0,2013-11-12,2013,https://pypi.org/project/fuzzysearch/
alt-profanity-check,1.3.0,pip install alt-profanity-check,2023-07-22,2023,0.24.0,2021-01-19,2021,https://pypi.org/project/alt-profanity-check/
pydevicetree,0.0.13,pip install pydevicetree,2023-07-21,2023,0.0.1,2019-11-06,2019,https://pypi.org/project/pydevicetree/
xenon,0.9.1,pip install xenon,2023-08-12,2023,0.1,2014-02-16,2014,https://pypi.org/project/xenon/
internetarchive,3.5.0,pip install internetarchive,2023-05-09,2023,0.2.5,2013-08-22,2013,https://pypi.org/project/internetarchive/
sanic-testing,23.6.0,pip install sanic-testing,2023-07-25,2023,0.1.0,2021-01-19,2021,https://pypi.org/project/sanic-testing/
molecule-docker,2.1.0,pip install molecule-docker,2022-09-29,2022,0.1.dev1,2020-09-01,2020,https://pypi.org/project/molecule-docker/
chroma-hnswlib,0.7.2,pip install chroma-hnswlib,2023-07-27,2023,0.7.0,2023-06-09,2023,https://pypi.org/project/chroma-hnswlib/
funcparserlib,1.0.1,pip install funcparserlib,2022-11-03,2022,0.3,2009-07-23,2009,https://pypi.org/project/funcparserlib/
yake,0.4.8,pip install yake,2021-04-26,2021,0.2.0,2017-10-25,2017,https://pypi.org/project/yake/
dbt-artifacts-parser,0.4.2,pip install dbt-artifacts-parser,2023-08-17,2023,0.1.0,2022-03-01,2022,https://pypi.org/project/dbt-artifacts-parser/
mkdocs-minify-plugin,0.7.1,pip install mkdocs-minify-plugin,2023-08-01,2023,0.1.0,2018-12-19,2018,https://pypi.org/project/mkdocs-minify-plugin/
cgroupspy,0.2.2,pip install cgroupspy,2022-04-04,2022,0.1.0,2014-11-25,2014,https://pypi.org/project/cgroupspy/
django-ordered-model,3.7.4,pip install django-ordered-model,2023-03-17,2023,0.1,2011-06-10,2011,https://pypi.org/project/django-ordered-model/
pyspark-asyncactions,0.0.4,pip install pyspark-asyncactions,2020-10-05,2020,0.0.1,2018-06-16,2018,https://pypi.org/project/pyspark-asyncactions/
pyre2,0.3.6,pip install pyre2,2021-05-05,2021,0.3,2020-10-27,2020,https://pypi.org/project/pyre2/
collection,0.1.6,pip install collection,2020-08-08,2020,0.1,2020-08-02,2020,https://pypi.org/project/collection/
kml2geojson,5.1.0,pip install kml2geojson,2022-05-02,2022,0.1,2015-10-03,2015,https://pypi.org/project/kml2geojson/
timeago,1.0.16,pip install timeago,2022-08-18,2022,1.0.3,2016-05-27,2016,https://pypi.org/project/timeago/
pyramid-debugtoolbar,4.10,pip install pyramid-debugtoolbar,2023-01-03,2023,0.1,2011-07-30,2011,https://pypi.org/project/pyramid-debugtoolbar/
truffleHog,2.2.1,pip install truffleHog,2021-02-05,2021,1.0.0,2017-02-26,2017,https://pypi.org/project/truffleHog/
scikit-maad,1.4.0,pip install scikit-maad,2023-06-15,2023,0.1.4,2019-04-14,2019,https://pypi.org/project/scikit-maad/
dtreeviz,2.2.2,pip install dtreeviz,2023-07-13,2023,0.1,2018-09-29,2018,https://pypi.org/project/dtreeviz/
browser-cookie3,0.19.1,pip install browser-cookie3,2023-06-17,2023,0.5.0,2015-04-26,2015,https://pypi.org/project/browser-cookie3/
jax-jumpy,1.0.0,pip install jax-jumpy,2023-03-17,2023,0.0.2,2022-09-19,2022,https://pypi.org/project/jax-jumpy/
flake8-tuple,0.4.1,pip install flake8-tuple,2019-12-05,2019,0.1.0,2015-08-17,2015,https://pypi.org/project/flake8-tuple/
boto3-stubs-lite,1.28.30,pip install boto3-stubs-lite,2023-08-18,2023,1.19.12,2022-03-31,2022,https://pypi.org/project/boto3-stubs-lite/
databricks-automl-runtime,0.2.19,pip install databricks-automl-runtime,2023-08-17,2023,0.1.0,2021-08-27,2021,https://pypi.org/project/databricks-automl-runtime/
graphene-file-upload,1.3.0,pip install graphene-file-upload,2021-02-20,2021,0.1.1,2018-04-06,2018,https://pypi.org/project/graphene-file-upload/
azure-mgmt-automation,1.0.0,pip install azure-mgmt-automation,2021-01-04,2021,0.1.0,2019-04-17,2019,https://pypi.org/project/azure-mgmt-automation/
INITools,0.3.1,pip install INITools,2010-03-31,2010,0.1,2005-09-21,2005,https://pypi.org/project/INITools/
mozrunner,8.3.0,pip install mozrunner,2023-08-04,2023,0.1,2008-05-06,2008,https://pypi.org/project/mozrunner/
avro-json-serializer,1.0.4,pip install avro-json-serializer,2021-10-08,2021,0.4,2014-03-03,2014,https://pypi.org/project/avro-json-serializer/
exrex,0.11.0,pip install exrex,2023-03-07,2023,0.0.4,2012-07-04,2012,https://pypi.org/project/exrex/
ai21,1.2.5,pip install ai21,2023-08-16,2023,0.0.1,2022-11-22,2022,https://pypi.org/project/ai21/
sarge,0.1.7.post1,pip install sarge,2021-12-11,2021,0.1,2012-02-10,2012,https://pypi.org/project/sarge/
accept-types,0.4.1,pip install accept-types,2019-08-30,2019,0.1.0,2014-09-30,2014,https://pypi.org/project/accept-types/
lnschema_core,0.45.5,pip install lnschema_core,2023-08-17,2023,0.3.2,2022-08-19,2022,https://pypi.org/project/lnschema_core/
flexgen,0.1.7,pip install flexgen,2023-03-01,2023,0.1.1,2023-02-26,2023,https://pypi.org/project/flexgen/
django-haystack,3.2.1,pip install django-haystack,2022-05-03,2022,1.0.0-final,2009-11-30,2009,https://pypi.org/project/django-haystack/
bioutils,0.5.8.post1,pip install bioutils,2023-07-10,2023,0.0.2dev-8604ed2f6af0,2014-09-03,2014,https://pypi.org/project/bioutils/
zope.schema,7.0.1,pip install zope.schema,2023-01-02,2023,3.3.0,2007-03-15,2007,https://pypi.org/project/zope.schema/
python-bitcoinlib,0.12.2,pip install python-bitcoinlib,2023-06-03,2023,0.1.1,2014-05-12,2014,https://pypi.org/project/python-bitcoinlib/
image-reward,1.5,pip install image-reward,2023-07-11,2023,0.9,2023-04-08,2023,https://pypi.org/project/image-reward/
aws-lambda-typing,2.18.0,pip install aws-lambda-typing,2023-08-21,2023,0.0.1,2021-01-04,2021,https://pypi.org/project/aws-lambda-typing/
fiftyone-brain,0.13.1,pip install fiftyone-brain,2023-08-04,2023,0.1.0,2021-01-20,2021,https://pypi.org/project/fiftyone-brain/
python-i18n,0.3.9,pip install python-i18n,2020-08-26,2020,0.0.2,2013-11-22,2013,https://pypi.org/project/python-i18n/
aws-cdk.aws-batch,1.204.0,pip install aws-cdk.aws-batch,2023-06-19,2023,0.26.0,2019-03-28,2019,https://pypi.org/project/aws-cdk.aws-batch/
localstack,2.2.0,pip install localstack,2023-07-20,2023,0.0.1,2016-09-19,2016,https://pypi.org/project/localstack/
gslides,0.1.1,pip install gslides,2021-12-24,2021,0.1.0,2021-08-15,2021,https://pypi.org/project/gslides/
pkcs7,0.1.2,pip install pkcs7,2017-03-23,2017,0.1.0,2017-02-07,2017,https://pypi.org/project/pkcs7/
cdifflib,1.2.6,pip install cdifflib,2022-08-19,2022,1.0.0,2013-12-09,2013,https://pypi.org/project/cdifflib/
dagster-cloud-cli,1.4.7,pip install dagster-cloud-cli,2023-08-18,2023,0.14.18rc3,2022-05-28,2022,https://pypi.org/project/dagster-cloud-cli/
lnschema_bionty,0.29.6,pip install lnschema_bionty,2023-08-17,2023,0.2.0,2022-08-19,2022,https://pypi.org/project/lnschema_bionty/
cdk8s-plus-22,2.0.0rc158,pip install cdk8s-plus-22,2022-10-20,2022,1.0.0b0,2021-09-21,2021,https://pypi.org/project/cdk8s-plus-22/
pyannote.database,5.0.1,pip install pyannote.database,2023-04-21,2023,0.1,2016-09-20,2016,https://pypi.org/project/pyannote.database/
table-logger,0.3.6,pip install table-logger,2019-08-26,2019,0.1,2016-01-01,2016,https://pypi.org/project/table-logger/
mandrill,1.0.60,pip install mandrill,2021-04-01,2021,0.1.0,2012-07-12,2012,https://pypi.org/project/mandrill/
strsimpy,0.2.1,pip install strsimpy,2021-09-10,2021,0.1.0,2019-10-05,2019,https://pypi.org/project/strsimpy/
mozilla-django-oidc,3.0.0,pip install mozilla-django-oidc,2022-11-14,2022,0.1.5,2016-11-28,2016,https://pypi.org/project/mozilla-django-oidc/
mypy-boto3-xray,1.28.16,pip install mypy-boto3-xray,2023-08-01,2023,0.1.6,2019-11-09,2019,https://pypi.org/project/mypy-boto3-xray/
import-ipynb,0.1.4,pip install import-ipynb,2022-04-22,2022,0.1,2017-10-24,2017,https://pypi.org/project/import-ipynb/
pandas-read-xml,0.3.1,pip install pandas-read-xml,2021-04-08,2021,0.0.1,2020-04-29,2020,https://pypi.org/project/pandas-read-xml/
pykafka,2.8.0,pip install pykafka,2018-09-24,2018,0.1.1,2012-08-02,2012,https://pypi.org/project/pykafka/
kitchen,1.2.6,pip install kitchen,2019-05-14,2019,0.1a1,2010-05-19,2010,https://pypi.org/project/kitchen/
ggshield,1.18.0,pip install ggshield,2023-08-16,2023,1.0.0,2020-06-23,2020,https://pypi.org/project/ggshield/
scrapyd,1.4.2,pip install scrapyd,2023-05-01,2023,1.0.1,2013-09-03,2013,https://pypi.org/project/scrapyd/
cohere,4.20.2,pip install cohere,2023-08-17,2023,0.0.1,2021-01-20,2021,https://pypi.org/project/cohere/
Flask-Executor,1.0.0,pip install Flask-Executor,2022-08-18,2022,0.1.1,2018-08-19,2018,https://pypi.org/project/Flask-Executor/
mimesis,11.1.0,pip install mimesis,2023-08-19,2023,0.0.2,2017-07-15,2017,https://pypi.org/project/mimesis/
aioquic,0.9.21,pip install aioquic,2023-07-04,2023,0.1.0,2019-06-08,2019,https://pypi.org/project/aioquic/
pip-autoremove,0.10.0,pip install pip-autoremove,2021-09-17,2021,0.1.0,2014-08-13,2014,https://pypi.org/project/pip-autoremove/
Flask-API,3.1,pip install Flask-API,2023-06-05,2023,0.6,2014-02-26,2014,https://pypi.org/project/Flask-API/
python-logging-rabbitmq,2.2.0,pip install python-logging-rabbitmq,2022-04-24,2022,1.0.0,2016-12-21,2016,https://pypi.org/project/python-logging-rabbitmq/
pymodm,0.4.3,pip install pymodm,2020-04-30,2020,0.1.0.dev0,2016-07-11,2016,https://pypi.org/project/pymodm/
azure-eventhubs-client,0.98.1,pip install azure-eventhubs-client,2020-06-05,2020,0.91,2019-03-29,2019,https://pypi.org/project/azure-eventhubs-client/
dotenv,0.0.5,pip install dotenv,2015-03-05,2015,0.0.1,2013-01-23,2013,https://pypi.org/project/dotenv/
udatetime,0.0.17,pip install udatetime,2022-08-12,2022,0.0.1,2016-07-29,2016,https://pypi.org/project/udatetime/
cyberdrop-dl,4.2.186,pip install cyberdrop-dl,2023-08-14,2023,2.7.0,2022-03-25,2022,https://pypi.org/project/cyberdrop-dl/
mypy-boto3-schemas,1.28.16,pip install mypy-boto3-schemas,2023-08-01,2023,1.10.33,2019-12-05,2019,https://pypi.org/project/mypy-boto3-schemas/
symspellpy,6.7.7,pip install symspellpy,2022-10-24,2022,6.3.1,2018-08-30,2018,https://pypi.org/project/symspellpy/
rank-bm25,0.2.2,pip install rank-bm25,2022-02-16,2022,0.1,2019-01-24,2019,https://pypi.org/project/rank-bm25/
sudo,1.0.0,pip install sudo,2020-06-02,2020,0.1.0,2020-06-02,2020,https://pypi.org/project/sudo/
voxel51-eta,0.11.0,pip install voxel51-eta,2023-08-01,2023,0.1.0,2021-01-07,2021,https://pypi.org/project/voxel51-eta/
timedelta,2020.12.3,pip install timedelta,2020-12-03,2020,0.0.0,2018-06-11,2018,https://pypi.org/project/timedelta/
pilkit,2.0,pip install pilkit,2017-02-17,2017,0.1,2013-02-08,2013,https://pypi.org/project/pilkit/
fastnumbers,5.0.1,pip install fastnumbers,2023-02-27,2023,0.1.0,2014-08-12,2014,https://pypi.org/project/fastnumbers/
opentelemetry-exporter-prometheus-remote-write,0.40b0,pip install opentelemetry-exporter-prometheus-remote-write,2023-07-13,2023,0.17b0,2021-01-21,2021,https://pypi.org/project/opentelemetry-exporter-prometheus-remote-write/
maltego-trx,1.6.1,pip install maltego-trx,2023-04-27,2023,0.1,2018-08-30,2018,https://pypi.org/project/maltego-trx/
happybase,1.2.0,pip install happybase,2019-05-14,2019,0.1,2012-05-20,2012,https://pypi.org/project/happybase/
pgcopy,1.5.0,pip install pgcopy,2021-01-12,2021,1.0.0,2017-01-18,2017,https://pypi.org/project/pgcopy/
ghostscript,0.7,pip install ghostscript,2021-03-06,2021,0.1,2010-08-06,2010,https://pypi.org/project/ghostscript/
django-sendgrid-v5,1.2.2,pip install django-sendgrid-v5,2022-12-22,2022,0.6.5a0,2017-08-11,2017,https://pypi.org/project/django-sendgrid-v5/
pyexcel-xlsx,0.6.0,pip install pyexcel-xlsx,2020-10-10,2020,0.0.1,2014-12-07,2014,https://pypi.org/project/pyexcel-xlsx/
bpython,0.24,pip install bpython,2023-01-18,2023,0.9.6.1gg,2009-12-31,2009,https://pypi.org/project/bpython/
pdm-backend,2.1.5,pip install pdm-backend,2023-08-09,2023,0.0.0,2023-02-27,2023,https://pypi.org/project/pdm-backend/
